,date,time,season,game_id,sr_start,sr_finish,sr_delta,streak_number,result,my_team_sr,enemy_team_sr,team_sr_delta,my_team_1,my_team_2,my_team_3,my_team_4,my_team_5,my_team_6,enemy_team_1,enemy_team_2,enemy_team_3,enemy_team_4,enemy_team_5,enemy_team_6,map,round,capscore,score_distance,time_left,team_role,match_length,charcter_1,character_2,character_3,communication,note,psychological_condition,eliminations,objective_kills,damage,healing,deaths,weapon_accuracy,offensive_assists,defensive_assists,scoped
2837,10/27/2017,early morning,6,222.0,,,,-1,loss,2733,2721,-12,JustWingIt,AdamFro,Nomcookie,Yrova,Bronz,Trion,NastyFingers,Traptor,TonyFlower,Epidemilk,Frostty,Peachpasta,gibraltar,3,3,,0,attack,8,ana,,,,,meh,,,,,,,,,
2838,10/27/2017,early morning,6,222.0,,,,-1,loss,2733,2721,-12,JustWingIt,AdamFro,Nomcookie,Yrova,Bronz,Trion,NastyFingers,Traptor,TonyFlower,Epidemilk,Frostty,Peachpasta,gibraltar,4,0,,0,defend,4,zen,lucio,,,,meh,,,,,,,,,
2839,10/27/2017,early afternoon,6,223.0,2909,2881,-28,-2,loss,-,-,-,JustWingIt,Edgelord,Andonn,Parsley,Raddison,Raijin,Aguila,Praxy,ShylockDajew,AsianFlipboy,Daemon012,Russet,route 66,1,3,74.56,1:35,defend,6.5,,,,,,meh,,,,,,,,,
2840,10/27/2017,early afternoon,6,223.0,,,,-2,loss,-,-,-,JustWingIt,Edgelord,Andonn,Parsley,Raddison,Raijin,Aguila,Praxy,ShylockDajew,AsianFlipboy,Daemon013,Russet,route 66,2,3,74.56,1,attack,8,d'va,,,,,meh,,,,,,,,,
2841,10/27/2017,early afternoon,6,223.0,,,,-2,loss,-,-,-,JustWingIt,Edgelord,Andonn,Parsley,Raddison,Raijin,Aguila,Praxy,ShylockDajew,AsianFlipboy,Daemon014,Russet,route 66,3,0,42.74,0,attack,1,d'va,,,,,meh,,,,,,,,,
2842,10/27/2017,early afternoon,6,223.0,,,,-2,loss,-,-,-,JustWingIt,Edgelord,Andonn,Parsley,Raddison,Raijin,Aguila,Praxy,ShylockDajew,AsianFlipboy,Daemon015,Russet,route 66,4,1,42.75,1,defend,1,ana,,,,,meh,,,,,,,,,
2843,10/27/2017,early afternoon,6,,2881,2905,24,1,win,2871,2872,1,JustWingIt,Mikxela,Streetman,Dowskii,Parsley,Aguila,Powell,Scrubbledub,Vyskaniia,BaleFire,Clublulu,C20,gibraltar,1,3,88.69,0:14,defend,,zen,,,,,meh,,,,,,,,,
2844,10/27/2017,early afternoon,6,,,,,1,win,2871,2872,1,JustWingIt,Mikxela,Streetman,Dowskii,Parsley,Aguila,Powell,Scrubbledub,Vyskaniia,BaleFire,Clublulu,C21,gibraltar,2,3,88.69,2:54,attack,,mercy,,,,,meh,,,,,,,,,
2845,10/27/2017,early afternoon,6,,,,,1,win,2871,2872,1,JustWingIt,Mikxela,Streetman,Dowskii,Parsley,Aguila,Powell,Scrubbledub,Vyskaniia,BaleFire,Clublulu,C22,gibraltar,3,0,30.47,0,defend,,mercy,,,,,meh,,,,,,,,,
2846,10/27/2017,early afternoon,6,,,,,1,win,2871,2872,1,JustWingIt,Mikxela,Streetman,Dowskii,Parsley,Aguila,Powell,Scrubbledub,Vyskaniia,BaleFire,Clublulu,C23,gibraltar,4,1,30.48,1,attack,,mercy,,,,,meh,,,,,,,,,
2847,10/27/2017,early afternoon,6,,2905,2929,24,2,win,2905,2953,48,JustWingIt,Onyxie,Diffog,Ohfhukrun,ShieldB1tch,TheDRodge,Echoicvision,Haude09,KingNerd,Knuckles,Velocity,Agressziv,illios,3,2-1,wlw,,cp,13.5,lucio,,,,,meh,,,,,,,,,
2848,10/27/2017,early afternoon,6,,2929,2904,-25,-1,loss,2962,3008,46,JustWingIt,Velocity,Diffog,M3ndoo,Hyperion,MattyMatt24,Agressziv,Alaxel,Dvn,HighPort,Fussy,Scrue,lijiang tower,3,1-2,lwl,,cp,13.5,lucio,,,,,meh,,,,,,,,,
2849,10/27/2017,early afternoon,6,,2904,2882,-22,-2,loss,2908,2915,7,JustWingIt,Sebasceb,Cancerousnub,Savant,Ceonsamer,Sentryy,Dude9599,Rellyn,Royalxking34,Simbadarko,BLazo,Atarii,dorado,1,1,64.81,0,attack,7,,,,,,meh,,,,,,,,,
2850,10/27/2017,early afternoon,6,,,,,-2,loss,2908,2915,7,JustWingIt,Sebasceb,Cancerousnub,Savant,Ceonsamer,Sentryy,Dude9599,Rellyn,Royalxking34,Simbadarko,BLazo,Atarii,dorado,2,2,64.82,0,defend,7,,,,,,meh,,,,,,,,,
2851,10/27/2017,early afternoon,6,,2882,2860,-22,-3,loss,-,-,-,JustWingIt,Ronpr,Juki,Parsley,Capnbanana,Marlio,Unleashed,Jjo313,Chrisott2,HExtritual,Soloclaw,Hot,oasis,2,0-2,ll,,cp,10,mercy,,,,,meh,,,,,,,,,
2852,10/27/2017,early afternoon,6,,2860,2835,-25,-4,loss,2852,2815,-37,JustWingIt,Tittybean,Haude09,Juki,CheesyBreezy,Dyslexci,Kaisar,Chaisa,FichaelBlack,Calculated,Perl,Spec,horizon,1,2,,1:21,defend,6.5,ana,,,,,meh,,,,,,,,,
2853,10/27/2017,early afternoon,6,,,,,-4,loss,2852,2815,-37,JustWingIt,Tittybean,Haude10,Juki,CheesyBreezy,Dyslexci,Kaisar,Chaisa,FichaelBlack,Calculated,Perl,Spec,horizon,2,2,,4:36,attack,3.5,ana,,,,,meh,,,,,,,,,
2854,10/27/2017,early afternoon,6,,,,,-4,loss,2852,2815,-37,JustWingIt,Tittybean,Haude11,Juki,CheesyBreezy,Dyslexci,Kaisar,Chaisa,FichaelBlack,Calculated,Perl,Spec,horizon,3,2,,0,defend,2,ana,,,,,meh,,,,,,,,,
2855,10/27/2017,early afternoon,6,,,,,-4,loss,2852,2815,-37,JustWingIt,Tittybean,Haude12,Juki,CheesyBreezy,Dyslexci,Kaisar,Chaisa,FichaelBlack,Calculated,Perl,Spec,horizon,4,1,,0,attack,5,ana,lucio,,,,meh,,,,,,,,,
2856,10/27/2017,early afternoon,6,,2835,2856,21,1,win,2589,2595,6,JustWingIt,AdamFro,Smitsa,Clown,Sonder,RektnotRekt,RSerpent,Cbninja12,Xplosion,DPS,Sunlit,GankedByMom,template of anubis,1,1,,0,attack,8,mercy,,,,,meh,,,,,,,,,
2857,10/27/2017,early afternoon,6,,,,,1,win,2589,2595,6,JustWingIt,AdamFro,Smitsa,Clown,Sonder,RektnotRekt,RSerpent,Cbninja12,Xplosion,DPS,Sunlit,GankedByMom,template of anubis,2,1,,0,defend,8,mercy,zen,,,,meh,,,,,,,,,
2858,10/27/2017,early afternoon,6,,2856,2873,17,2,win,2648,2616,-32,JustWingIt,AdamFro,D3structived,Brake,Kennypowers,Blisstics,Abrams,Dellia111,Prometheus,ShieldGuard,Naruc,Trashgame,king's row,1,2,67.18,0,attack,8,,,,,,meh,,,,,,,,,
2859,10/27/2017,early afternoon,6,,,,,2,win,2648,2616,-32,JustWingIt,AdamFro,D3structived,Brake,Kennypowers,Blisstics,Abrams,Dellia112,Prometheus,ShieldGuard,Naruc,Trashgame,king's row,2,0,,0,defend,4,zen,,,,,meh,,,,,,,,,
2860,11/19/2017,early morning,7,1.0,2829,2804,-25,-1,loss,2824,0:00,0:00,JustWingIt,DateMeB1tch,Nahchoz,Kriimz,PopEye,Sweatie,VineNoob,Tano,Sobra,BastionOnly,MoonDragon,Nankurunaisa,horizon,1,2,,6:13,defend,2.5,zen,lucio,,1,,meh,,,,,,,,,
2861,11/19/2017,early morning,7,1.0,,,,-1,loss,2824,2796,-28,JustWingIt,DateMeB1tch,Nahchoz,Kriimz,PopEye,Sweatie,VineNoob,Tano,Sobra,BastionOnly,MoonDragon,Nankurunaisa,horizon,2,2,,0,attack,8,zen,lucio,,1,,meh,,,,,,,,,
2862,11/19/2017,early morning,7,1.0,,,,-1,loss,2824,2796,-28,JustWingIt,DateMeB1tch,Nahchoz,Kriimz,PopEye,Sweatie,VineNoob,Tano,Sobra,BastionOnly,MoonDragon,Nankurunaisa,horizon,3,1,,2,defend,,mercy,,,1,,meh,,,,,,,,,
2863,11/19/2017,early morning,7,2.0,2804,2779,-25,-2,loss,2821,2823,2,JustWingIt,Sivahawk,BossyCow,Spacetigermd,Dakaiser,SamKallday,Colgusstard,RilStylez,IgnoreObject,Krusher99,Foscam,TorbDaddy,volskaya industries,1,2,,3:55,attack,7,zen,,,1,,meh,,,,,,,,,
2864,11/19/2017,early morning,7,2.0,,,,-2,loss,2821,2823,2,JustWingIt,Sivahawk,BossyCow,Spacetigermd,Dakaiser,SamKallday,Colgusstard,RilStylez,IgnoreObject,Krusher100,Foscam,TorbDaddy,volskaya industries,2,2,,1:58,defend,6,zen,lucio,,1,,meh,,,,,,,,,
2865,11/19/2017,early morning,7,2.0,,,,-2,loss,2821,2823,2,JustWingIt,Sivahawk,BossyCow,Spacetigermd,Dakaiser,SamKallday,Colgusstard,RilStylez,IgnoreObject,Krusher101,Foscam,TorbDaddy,volskaya industries,3,2,,0,defend,3,zen,lucio,,1,,meh,,,,,,,,,
2866,11/19/2017,early morning,7,2.0,,,,-2,loss,2821,2823,2,JustWingIt,Sivahawk,BossyCow,Spacetigermd,Dakaiser,SamKallday,Colgusstard,RilStylez,IgnoreObject,Krusher102,Foscam,TorbDaddy,volskaya industries,4,0,,0,attack,4,ana,,,1,,meh,,,,,,,,,
2867,11/19/2017,early morning,7,3.0,2779,2758,-21,-3,loss,2783,2794,11,JustWingIt,Belmont,Nubbin,Redeem4,SilkMoney,Xcristoo,Sivhawk,BossyCow,Samkallday,Triza,Atomicspoon,NetZero,lijiang tower,2,0-2,ll,,cp,8.5,lucio,,,,,meh,,,,,,,,,
2868,11/19/2017,early morning,7,4.0,2758,2734,-24,-4,loss,2750,2777,27,JustWingIt,Belmont,Avarice,Chips,LightMasterd,TwoBlunt,NoobzOrz,Baddaddy,Boosted,LuckyChris,NorthWest,SuperFinesse,eichenwalde,1,1,,0,attack,7,lucio,,,,,meh,,,,,,,,,
2869,11/19/2017,early morning,7,4.0,,,,-4,loss,2750,2777,27,JustWingIt,Belmont,Avarice,Chips,LightMasterd,TwoBlunt,NoobzOrz,Baddaddy,Boosted,LuckyChris,NorthWest,SuperFinesse,eichenwalde,2,2,,,defend,,ana,,,,,meh,,,,,,,,,
2870,11/19/2017,early morning,7,5.0,2734,2706,-28,-5,loss,2709,2717,8,JustWingIt,Proliferate,Noir,Atamisk,ToastySofa,Vagmesh69420,Crescendo,Vex,Watchurhp,DDay,Cinder,Swooo,template of anubis,1,2,,2:28,attack,5.5,zen,lucio,,,,meh,,,,,,,,,
2871,11/19/2017,early morning,7,5.0,,,,-5,loss,2709,2717,8,JustWingIt,Proliferate,Noir,Atamisk,ToastySofa,Vagmesh69421,Crescendo,Vex,Watchurhp,DDay,Cinder,Swooo,template of anubis,2,2,,3:51,defend,4,ana,,,,,meh,,,,,,,,,
2872,11/19/2017,early morning,7,5.0,,,,-5,loss,2709,2717,8,JustWingIt,Proliferate,Noir,Atamisk,ToastySofa,Vagmesh69422,Crescendo,Vex,Watchurhp,DDay,Cinder,Swooo,template of anubis,3,0,,0,attack,2.5,zen,lucio,,,,meh,,,,,,,,,
2873,11/19/2017,early morning,7,5.0,,,,-5,loss,2709,2717,8,JustWingIt,Proliferate,Noir,Atamisk,ToastySofa,Vagmesh69423,Crescendo,Vex,Watchurhp,DDay,Cinder,Swooo,template of anubis,4,1,,,defend,,mercy,,,,,meh,,,,,,,,,
2874,11/19/2017,early morning,7,6.0,2706,2729,23,1,win,2712,2703,-9,JustWingIt,Bamnitro,Noun,Auskaraoke,Frontino,NtPressure,Alakam,RockyMtnFarm,Red,joeBearCabra,Jorinho,UncleChin,king's row,1,3,70.19,2:53,attack,5,zen,,,,,meh,,,,,,,,,
2875,11/19/2017,early morning,7,6.0,,,,1,win,2712,2703,-9,JustWingIt,Bamnitro,Noun,Auskaraoke,Frontino,NtPressure,Alakam,RockyMtnFarm,Red,joeBearCabra,Jorinho,UncleChin,king's row,2,3,70.19,0,defend,8,zen,lucio,,,,meh,,,,,,,,,
2876,11/19/2017,early morning,7,6.0,,,,1,win,2712,2703,-9,JustWingIt,Bamnitro,Noun,Auskaraoke,Frontino,NtPressure,Alakam,RockyMtnFarm,Red,joeBearCabra,Jorinho,UncleChin,king's row,3,1,,,attack,,lucio,,,,,meh,,,,,,,,,
2877,11/19/2017,early morning,7,7.0,2729,2713,-16,-1,loss,2715,2716,1,JustWingIt,Noun,Div1ne,GpA,Prosperity,TheJRG,IHateAllofU,Airborne,RogueViolet,Navok,Arma,D10100111001,illios,2,0-2,ll,,cp,7,zen,lucio,,,,meh,,,,,,,,,
2878,11/19/2017,early morning,7,8.0,2713,2713,0,0,draw,2715,2688,-27,JustWingIt,Div1ne,Polaris,GPA,SpaceTigerMD,Bloodborne,Noun,Mime,Jendex,Cookiez1727,Derpenor,Huister,numbani,1,3,,0,attack,8,zen,lucio,,,,meh,,,,,,,,,
2879,11/19/2017,early morning,7,8.0,,,,0,draw,2715,2688,-27,JustWingIt,Div1ne,Polaris,GPA,SpaceTigerMD,Bloodborne,Noun,Mime,Jendex,Cookiez1728,Derpenor,Huister,numbani,2,3,,1.5,defend,,zen,,,,,meh,,,,,,,,,
2880,11/19/2017,early morning,7,8.0,,,,0,draw,2715,2688,-27,JustWingIt,Div1ne,Polaris,GPA,SpaceTigerMD,Bloodborne,Noun,Mime,Jendex,Cookiez1729,Derpenor,Huister,numbani,3,0,,0,defend,,zen,,,,,meh,,,,,,,,,
2881,11/19/2017,night,7,9.0,2713,2690,-23,-2,loss,2697,2693,-4,JustWingIt,Rustiispoon,Andilion,Kapoodle,Deadinside,Nipples69,FlamingPie82,Sunset,OdGrammy,Exodus,DeportWeabs,Hate2Pop,template of anubis,1,1,,0,attack,8,zen,lucio,,,,meh,,,,,,,,,
2882,11/19/2017,night,7,9.0,,,,-2,loss,2697,2693,-4,JustWingIt,Rustiispoon,Andilion,Kapoodle,Deadinside,Nipples69,FlamingPie82,Sunset,OdGrammy,Exodus,DeportWeabs,Hate2Pop,template of anubis,2,2,,,defend,,orisa,mercy,,,,meh,,,,,,,,,
2883,11/19/2017,night,7,10.0,2690,2712,22,1,win,2685,2693,8,JustWingIt,Crohns,BignFluffy67,IeatBooty,LuckySocks,MmmFriedDough,Fade,KoreanGuy,BF3Magic,Chlorine,SadLittleBoy,YouMaobing,volskaya industries,1,2,,4:44,attack,4,zen,,,,,meh,,,,,,,,,
2884,11/19/2017,night,7,10.0,,,,1,win,2685,2693,8,JustWingIt,Crohns,BignFluffy67,IeatBooty,LuckySocks,MmmFriedDough,Fade,KoreanGuy,BF3Magic,Chlorine,SadLittleBoy,YouMaobing,volskaya industries,2,0,,0,defend,4,zen,,,,,meh,,,,,,,,,
2885,11/19/2017,night,7,11.0,2712,2735,23,2,win,2727,2709,-18,JustWingIt,Rlezzz,Studpuffin,EvilMattress,JimFlimming,TSPI,JPM,Soup,Solaris,AyePapi,Kuma,Senseicy,junkertown,1,3,101.94,1:26,attack,6.5,zen,ana,,,,meh,,,,,,,,,
2886,11/19/2017,night,7,11.0,,,,2,win,2727,2709,-18,JustWingIt,Rlezzz,Studpuffin,EvilMattress,JimFlimming,TSPI,JPM,Soup,Solaris,AyePapi,Kuma,Senseicy,junkertown,2,0,,0,defend,4,,,,,,meh,,,,,,,,,
2887,11/19/2017,night,7,12.0,2735,2761,26,3,win,2713,2691,-22,JustWingIt,Sabre,Murderer,Himea,ShyGhy,Pinoyretro,JuanSegx,Xontas,AfroSavage,Sudo,Cross,Jonesy,lijiang tower,2,2-0,ww,,cp,6.5,lucio,,,,,meh,,,,,,,,,
2888,11/19/2017,night,7,13.0,2761,2738,-23,-1,loss,2780,2772,-8,JustWingIt,CocoMelik,LoneOfficier,BibleHero,RoadhogOnly,Tenthree,Ellimist,Betty,OnlyNonMeta,BeHumble,ChzTurdz,Sitdown,gibraltar,1,1,74.99,0,defend,7,zen,ana,,,,meh,,,,,,,,,
2889,11/19/2017,night,7,13.0,,,,-1,loss,2780,2772,-8,JustWingIt,CocoMelik,LoneOfficier,BibleHero,RoadhogOnly,Tenthree,Ellimist,Betty,OnlyNonMeta,BeHumble,ChzTurdz,Sitdown,gibraltar,2,0,85.42,0,attack,4,ana,,,,,meh,,,,,,,,,
2890,11/19/2017,night,7,14.0,2738,2710,-28,-2,loss,2709,2711,2,JustWingIt,Elecx,Akash,StrongSide,CocoMellik,HoldtheDoor,Zboy2Zman,Feyrez,Slumber,Joe45,Jaek,Kami,dorado,1,0,84.75,0,attack,4,orisa,,,,,meh,,,,,,,,,
2891,11/19/2017,night,7,14.0,,,,-2,loss,2709,2711,2,JustWingIt,Elecx,Akash,StrongSide,CocoMellik,HoldtheDoor,Zboy2Zman,Feyrez,Slumber,Joe46,Jaek,Kami,dorado,2,1,84.76,2,defend,2,orisa,,,,,meh,,,,,,,,,
2892,11/19/2017,night,7,15.0,2710,2688,-22,-3,loss,2711,2706,-5,JustWingIt,Smuglover,Cruzctrl,CBrayister,FatPeople,Mcorleone74,Frostine,Peegee69,Ysm,Wreq,ReportWidow,User,hanamura,1,0,,0,attack,4,lucio,,,,,meh,,,,,,,,,
2893,11/19/2017,night,7,15.0,,,,-3,loss,2711,2706,-5,JustWingIt,Smuglover,Cruzctrl,CBrayister,FatPeople,Mcorleone75,Frostine,Peegee70,Ysm,Wreq,ReportWidow,User,hanamura,2,1,,2,defend,2,mercy,,,,,meh,,,,,,,,,
2894,11/19/2017,night,7,16.0,2688,2668,-20,-4,loss,2697,2699,2,JustWingIt,BrutalSpark,Crispyxl,DragonsGhost,BanZang,Oyoyo,Trigox,Colossus,Vern,Rafaella,Suurgical,TheRailGun,eichenwalde,1,1,40.49,0,attack,8,zen,mercy,,,,meh,,,,,,,,,
2895,11/19/2017,night,7,16.0,,,,-4,loss,2697,2699,2,JustWingIt,BrutalSpark,Crispyxl,DragonsGhost,BanZang,Oyoyo,Trigox,Colossus,Vern,Rafaella,Suurgical,TheRailGun,eichenwalde,2,2,40.5,2,defend,6,ana,,,,,meh,,,,,,,,,
2896,11/19/2017,night,7,17.0,2668,2644,-24,-5,loss,2648,2640,-8,JustWingIt,Coach,NightBlade,Dreamer,MuscleBaby,TacoTiger,Freedom,Swat,Starswayer,DieorElse,Roybotnik,Devyn,illios,2,0-2,ll,,cp,7.5,ana,mercy,,,,meh,,,,,,,,,
2897,11/19/2017,night,7,18.0,2644,2616,-28,-6,loss,2660,2643,-17,JustWingIt,Dreamer,TheLastMoon,Greenster,Dduet,LethrBlaka,Porlahorda,Reported,Acwo,Snidzz,Erratic,Gigiez,route 66,1,0,77.92,0,attack,4,,,,,,meh,,,,,,,,,
2898,11/19/2017,night,7,18.0,,,,-6,loss,2660,2643,-17,JustWingIt,Dreamer,TheLastMoon,Greenster,Dduet,LethrBlaka,Porlahorda,Reported,Acwo,Snidzz,Erratic,Gigiez,route 66,2,1,77.93,0,defend,5,d'va,,,,,meh,,,,,,,,,
2899,11/19/2017,night,7,19.0,2616,2589,-27,-7,loss,2610,2591,-19,JustWingIt,Hoalt,TheLastMoon,Icarus,AtDynasty,CptnCrunch,Lucio,Corg,CidnightMare,Mortemodeus,Ados,Airotciv,volskaya industries,1,2,,3:26,attack,6,,,,,,meh,,,,,,,,,
2900,11/19/2017,night,7,19.0,,,,-7,loss,2610,2591,-19,JustWingIt,Hoalt,TheLastMoon,Icarus,AtDynasty,CptnCrunch,Lucio,Corg,CidnightMare,Mortemodeus,Ados,Airotciv,volskaya industries,2,2,,6:01,defend,3,,,,,,meh,,,,,,,,,
2901,11/19/2017,night,7,19.0,,,,-7,loss,2610,2591,-19,JustWingIt,Hoalt,TheLastMoon,Icarus,AtDynasty,CptnCrunch,Lucio,Corg,CidnightMare,Mortemodeus,Ados,Airotciv,volskaya industries,3,1,,0,attack,4,ana,,,,,meh,,,,,,,,,
2902,11/19/2017,night,7,19.0,,,,-7,loss,2610,2591,-19,JustWingIt,Hoalt,TheLastMoon,Icarus,AtDynasty,CptnCrunch,Lucio,Corg,CidnightMare,Mortemodeus,Ados,Airotciv,volskaya industries,4,2,,3,defend,3,mercy,,,,,meh,,,,,,,,,
2903,11/19/2017,night,7,20.0,2589,2569,-20,-8,loss,2604,2557,-47,JustWingIt,NecroWolph,Punishedahab,Teaspoon,CaskeyBoi,Nexscripko,Dren,Vhp,PandaMaster,Ados,Rngejsus,Scruddario,illios,3,1-2,wll,,cp,12.5,lucio,,,,,meh,,,,,,,,,
2904,11/19/2017,night,7,21.0,2569,2547,-22,-9,loss,2595,2579,-16,JustWingIt,DJhezzy,Xinck,Elite,BeanDip,FestofGoons,Shimada,DjKhaled,Hambone,Cancos,Rngejsus,Scruddario,hollywood,1,3,,0,defend,8,ana,,,,,meh,,,,,,,,,
2905,11/19/2017,night,7,21.0,,,,-9,loss,2595,2579,-16,JustWingIt,DJhezzy,Xinck,Elite,BeanDip,FestofGoons,Shimada,DjKhaled,Hambone,Cancos,Rngejsus,Scruddario,hollywood,2,1,,,attack,7,mercy,,,,,meh,,,,,,,,,
2906,11/19/2017,night,7,22.0,2547,2547,0,0,draw,2538,2541,3,JustWingIt,Livingston,Dro,Roadtoddy,Zleaderz,(Korean),CrimsonBoii,FistDva69,Necrowolph,Gravity,Dmtree,TheFinisher,template of anubis,1,1,,0,defend,8,zen,,,,,meh,,,,,,,,,
2907,11/19/2017,night,7,22.0,,,,0,draw,2538,2541,3,JustWingIt,Livingston,Dro,Roadtoddy,Zleaderz,(Korean),CrimsonBoii,FistDva69,Necrowolph,Gravity,Dmtree,TheFinisher,template of anubis,2,1,,0,attack,8,ana,,,,,meh,,,,,,,,,
2908,11/19/2017,night,7,23.0,2547,2522,-25,-10,loss,2549,2540,-9,JustWingIt,DangerNoodle,Effect,Jarail,Rawdognoodle,Tenzen,Kyofo,Bubble,Hanzo,JiveTurkey,MadderHadder,ScaryArey,horizon,1,2,70.6,0,defend,8,zen,lucio,,,,meh,,,,,,,,,
2909,11/19/2017,night,7,23.0,,,,-10,loss,2549,2540,-9,JustWingIt,DangerNoodle,Effect,Jarail,Rawdognoodle,Tenzen,Kyofo,Bubble,Hanzo,JiveTurkey,MadderHadder,ScaryArey,horizon,2,0,,0,attack,4,zen,,,,,meh,,,,,,,,,
2910,11/19/2017,night,7,24.0,2522,2496,-26,-11,loss,2529,2529,0,JustWingIt,Optik,Gomi,iianmr,Dargone,Sin,Suntzu,Polar,Kappa,TheDoctor,Chanchan,Kimster,dorado,1,3,,0,defend,,zen,,,,,meh,,,,,,,,,
2911,11/19/2017,night,7,24.0,,,,-11,loss,2529,2529,0,JustWingIt,Optik,Gomi,iianmr,Dargone,Sin,Suntzu,Polar,Kappa,TheDoctor,Chanchan,Kimster,dorado,2,1,,0,attack,,zen,mercy,,,,meh,,,,,,,,,
2912,11/19/2017,night,7,25.0,2496,2521,25,1,win,2464,2464,0,JustWingIt,Weedheter,SuperChen,Akashi,NecroWolph,Ztork,Hyunmujujak,Abelgamero,Shawnhunter,DocsBallin,Diode,Zodyak,gibraltar,1,3,88.63,4:19,defend,4,,,,,,meh,,,,,,,,,
2913,11/19/2017,night,7,25.0,,,,1,win,2464,2464,0,JustWingIt,Weedheter,SuperChen,Akashi,NecroWolph,Ztork,Hyunmujujak,Abelgamero,Shawnhunter,DocsBallin,Diode,Zodyak,gibraltar,2,3,88.63,0,attack,8,zen,,,,,meh,,,,,,,,,
2914,11/19/2017,night,7,25.0,,,,1,win,2464,2464,0,JustWingIt,Weedheter,SuperChen,Akashi,NecroWolph,Ztork,Hyunmujujak,Abelgamero,Shawnhunter,DocsBallin,Diode,Zodyak,gibraltar,3,0,84.63,0,attack,1,zen,,,,,meh,,,,,,,,,
2915,11/19/2017,night,7,25.0,,,,1,win,2464,2464,0,JustWingIt,Weedheter,SuperChen,Akashi,NecroWolph,Ztork,Hyunmujujak,Abelgamero,Shawnhunter,DocsBallin,Diode,Zodyak,gibraltar,4,0,,0,defend,,zen,,,,,meh,,,,,,,,,
2916,11/20/2017,late evening,7,26.0,2521,2547,26,2,win,2541,2521,-20,JustWingIt,Silkstalker,Bluke,Denrioc,LoneMadwolf,NightStalker,Spoonman,Psychorias,Caelia,Creamynouget,Krognak,Sopp1ng,eichenwalde,1,3,67.69,3:34,attack,4.5,zen,,,,,meh,,,,,,,,,
2917,11/20/2017,late evening,7,26.0,,,,2,win,2541,2521,-20,JustWingIt,Silkstalker,Bluke,Denrioc,LoneMadwolf,NightStalker,Spoonman,Psychorias,Caelia,Creamynouget,Krognak,Sopp1ng,eichenwalde,2,0,,0,defend,4,ana,,,,,meh,,,,,,,,,
2918,11/20/2017,late evening,7,27.0,2547,2568,21,3,win,2503,2517,14,JustWingIt,Nojabi,PepperGB,Caelia,Defille,Eggrollearl,Ubigquitous,Blootsie,Junkordie,Bluke,Parzival,Terribleaim,oasis,3,2-1,wlw,,cp,14,lucio,zen,mercy,,,meh,,,,,,,,,
2919,11/20/2017,late evening,7,28.0,2568,2594,26,4,win,2570,2580,10,JustWingIt,Cashews,Jon,Crozen,Jeff,PussinBoots,DealBreaker,CellyBigLoad,LittleKoala,SkrtSkrt,Chrisceratop,Franzadon,junkertown,1,2,95.47,0,defend,8,zen,lucio,,,,meh,,,,,,,,,
2920,11/20/2017,late evening,7,28.0,,,,4,win,2570,2580,10,JustWingIt,Cashews,Jon,Crozen,Jeff,PussinBoots,DealBreaker,CellyBigLoad,LittleKoala,SkrtSkrt,Chrisceratop,Franzadon,junkertown,2,3,95.48,0,attack,8,ana,,,,,meh,,,,,,,,,
2921,11/20/2017,late evening,7,29.0,2594,2570,-24,-1,loss,2598,2567,-31,JustWingIt,Robin,Tyang,H3lix,Metalvana,TreeRacer,Jeddadiah,Houkaimei,Atebit,Etiquette,Jaylenonline,Tryptik,hanamura,1,2,,4:11,defend,4,zen,ana,,,,meh,,,,,,,,,
2922,11/20/2017,late evening,7,29.0,,,,-1,loss,2598,2567,-31,JustWingIt,Robin,Tyang,H3lix,Metalvana,TreeRacer,Jeddadiah,Houkaimei,Atebit,Etiquette,Jaylenonline,Tryptik,hanamura,2,1,,0,attack,8,ana,,,,,meh,,,,,,,,,
2923,11/20/2017,late evening,7,30.0,2570,2596,26,1,win,2608,2606,-2,JustWingIt,Duchess,Lechinois,SSj6ix,Douseyrslf,Ron,Anon88888888,Astonish,Griff3y,Scuffedjs,Feege,Foolish,numbani,1,3,,3:36,attack,4.5,ana,,,,,meh,,,,,,,,,
2924,11/20/2017,late evening,7,30.0,,,,1,win,2608,2606,-2,JustWingIt,Duchess,Lechinois,SSj6ix,Douseyrslf,Ron,Anon88888889,Astonish,Griff3y,Scuffedjs,Feege,Foolish,numbani,2,2,,0,defend,8,ana,,,,,meh,,,,,,,,,
2925,11/20/2017,late evening,7,31.0,2596,2575,-21,-1,loss,2585,2585,0,JustWingIt,Kalaki,ItsTragic,Foolish,BellyAche,Juubs,SteveBannon,BlackNumbers,SageFather,Senseishark,Menomena,Dynotaku,template of anubis,1,1,,0,defend,8,mercy,,,,,meh,,,,,,,,,
2926,11/20/2017,late evening,7,31.0,,,,-1,loss,2585,2585,0,JustWingIt,Kalaki,ItsTragic,Foolish,BellyAche,Juubs,SteveBannon,BlackNumbers,SageFather,Senseishark,Menomena,Dynotaku,template of anubis,2,1,,0,attack,8,ana,mercy,,,,meh,,,,,,,,,
